我曹鼠鼠必过,3
人越来越多了,3
大师 我悟了,3
哈哈哈哈哈哈哈哈,3
关键,3
3000+人,3
oh,3
为什么是1,3
明天下午考试,3
m,3
3000＋,3
刑,3
2.12,3
插眼,3
好！,3
厉害厉害厉害,3
确实,3
青岛理工大学,3
反函数,3
11个卷王,3
31个卷王,3
14个卷王,3
9个卷王,3
30个卷王,3
32个卷王,3
苏州城市在线卷,3
33个卷王,3
55个卷王,3
35个卷王,3
晚自习,3
27个卷王,3
44个卷王,3
88个卷王,3
72个卷王,3
96个卷王,3
81个卷王,3
58个卷王,3
101个卷王,3
79,3
好家伙 80个卷王,3
54个,3
46,3
49,3
52个卷王,3
我居然听懂了,3
一定过,3
我是学霸,3
补考必过！,3
希望明天考试能过,3
许愿，补考过,3
洛它！,3
猴博士yyds,3
老师我爱你,3
听懂了,3
期末考必过,3
考试必过,3
求求别挂科,3
猴博士保佑,3
许愿过过过,3
希望补考能过,3
太贴心了,3
两个重要极限,3
爱你猴博士,3
负无穷,3
通俗易懂,3
猴博士，我的超人,3
我的神,3
因为sinx与x的比值在x→0时的极限为1，所以在此趋向下sinx与x可以进行等价无穷小替换。,3
拜一拜，求过,3
幼儿园学这个晚嘛,2
初中可以学吗？,2
你们发现宝藏老师啦！！！,2
太晚了,2
医学生要学高数吗,2
准幼儿园迟不迟,2
已经开始困了,2
大一新生,2
准大学生,2
我一定是研究生,2
ddd,2
起飞,2
心脏骤停,2
谢谢师傅！,2
压线过了,2
我在B站上大学,2
卷！,2
许愿不挂,2
武林秘籍！,2
芜湖,2
高一,2
19,2
陈紫豪别卷了,2
许愿绩点第一,2
准大一来了,2
奥利给,2
准大一前来报道,2
期末92前来还愿,2
故事,2
来睡觉的,2
还愿！,2
41个朋友,2
;,2
我三个月,2
5,2
学习让人头秃,2
冗余 rong,2
函数,2
9999,2
徐江:小孩子啊，还我猜,2
全场最佳：泰勒公式,2
2023年2月13号考试，现在狂补,2
奇变偶不变，符号看象限,2
白马？定叫他有来无回！,2
他好有魅力,2
《一个两大瑰宝》,2
宋浩别卷了,2
嗯？,2
黄金体验镇魂曲,2
弹幕护体,2
会,2
过了过了来还愿,2
后天补考,2
？？？？？？？？？？,2
直接代入,2
微元法,2
.+,2
希望补考过！,2
你先说,2
换元,2
爱触而不及,2
高数已过，特来还愿！,2
谢谢谢谢谢谢,2
不对,2
哈哈哈让我想到张雪峰,2
.....,2
中国矿业大学报道,2
妙呀,2
什么都洛只会害了你,2
谢谢哥,2
强,2
泰勒展开,2
好强,2
..0,2
呵呵,2
许愿 重修过了必充电,2
无限,2
期末必过,2
x-1,2
我没有,2
切线放缩,2
谢谢哥！,2
牛壁,2
有理化,2
洛！！,2
答案是二分之一吗,2
正态分布,2
高数不挂，过必还愿！,2
NNU,2
老公,2
一花一世界，一树一菩提,2
红色的字越看越红↓,2
[ohhhhhhh],2
分子有理化,2
0基础还是不行,2
分母有理化,2
[ohhhhhhhhhhhhhh],2
太牛逼了,2
悟了！,2
Sa函数,2
这里不是1/4，是—的根号二分之六,2
886,2
讲得真的很好,2
补考过了前来还愿,2
鸡汤来咯,2
补考必过！！！！！！,2
周长的一半,2
补考来了,2
要长脑子了,2
西唯兵,2
太卷了吧,2
0/0,2
下节课见,2
还愿了,2
好帅啊,2
高阶无穷大,2
讲义在哪儿,2
长方形,2
派,2
等价代换,2
. 0,2
长沙理工大学吴毅实名开卷,2
黎威你是真该死啊,2
补考人,2
窦嘉宜别卷了,2
北京大学,2
听不懂了,2
讲得好,2
感谢指挥部,2
完全看不懂,2
？？？？？？,2
还有三天补考,2
专升本看这个可以不,2
进度条,2
考试已过，前来还愿,2
+++++++++++,2
专升本有吗,2
还愿了，96高分通过,2
过了，还愿,2
都是乘法,2
银行：6,2
吗,2
孟子祺别卷了,2
高数过了来还愿,2
补考必过！！！,2
开始补天,2
高数不挂！！！,2
高数不挂！！！！！,2
家里蹲大学,2
郑志浩，别卷了,2
啊啦啦,2
233,2
我悟了！,2
我这是精卫填海,2
跳车,2
不想学高数,2
为什么看的人越来越多啊，大家都不睡觉的吗,2
e8,2
他疯了↓,2
今天考试,2
swjtu,2
\、,2
我高数必过,2
拜拜,2
牛皮,2
有人吗？,2
补考来看,2
是替身攻击！,2
李子毅我知道你在,2
这么多人,2
好厉害,2
诡计多端的0,2
我来了,2
我必过,2
“,2
翟文斌别卷了,2
卧槽 6,2
过了，来还愿,2
要补考了我哭死,2
还有三天,2
二刷,2
悟了大师,2
卧槽，牛逼,2
寸止,2
讲义，好像要,2
看不懂啊,2
明天下午就考上了，今天亡羊补牢,2
谢谢你抓子哥,2
六六六,2
1000+了,2
卧槽卧槽卧槽,2
我苗超杰实名开卷,2
终于悟了,2
画图,2
高数没挂，前来还愿,2
我川北医学院刘卓实名观看,2
123456,2
无数,2
6得嘞,2
保佑我不挂科,2
752大家好,2
老师我悟了,2
卷死舍友,2
？？,2
1111,2
1000多人,2
好厉害啊,2
希望补考过,2
明天考试，保佑我,2
太nb了,2
无穷小乘以有界函数还是无穷小,2
已过，来还愿,2
哥！,2
清华大学,2
2000＋,2
张鑫别卷了,2
高数过了来还愿，哈哈哈哈哈哈谢谢李老师,2
卧槽！！！,2
后天考试了,2
。。。。,2
寄,2
5/6,2
曹祈晨别卷了,2
2023年2月21,2
miao,2
不对吧,2
[OHHHHHHHHHH],2
不能,2
没懂,2
2.20,2
3000人,2
加油！,2
没听懂,2
cpdd,2
[ohhhhhhhh],2
3.,2
借您吉言,2
-1/4,2
服了,2
好的,2
2.19,2
很简单？,2
哈哈哈哈哈哈哈哈哈哈哈,2
QAQ,2
xauat,2
嗯,2
56,2
还有半个小时,2
田航别卷了,2
哈喽,2
斯国一,2
刘伟,2
川农大,2
太真实了,2
云南农业大学,2
因为圆环的宽度很小很小，所以内外径是近似相等的,2
叶叶加油,2
加油加油加油加油,2
漂移,2
老师好帅哦,2
南理工,2
茅厕顿开,2
..0.,2
哇哦,2
过过过！,2
114514份,2
开学考必过！！！,2
你好2000+,2
洛回去了,2
明天考试啊,2
20号考高数,2
不存在,2
+6,2
栗子越别卷了,2
高数不挂科,2
amazing,2
?,2
山理工加一,2
明天开始,2
我们没走吗1000+,2
吉林大学,2
23.2.15,2
蛙趣,2
2.15,2
e^8,2
vb,2
翟浩别卷了,2
懵了,2
2000+了,2
1000+？？？,2
你再骂,2
化简,2
..................................................,2
x,2
14号考试,2
   谢谢老师！！！,2
23.2.13,2
西北农专,2
李建辉又在偷学！！！！！！！！！！！！,2
讲的太好了,2
无穷小可以代换，但是分母不是无穷小，对分母取极限是e，但是这里是对整体取极限，如果直接换分母，它不是纯净的e，有偏差,2
洛神yyds,2
！！！！！！,2
hnu的有吗,2
简简单单,2
鲁东,2
两千人,2
2000+人,2
现在2000+,2
听不懂,2
！！,2
2000多人了,2
高良斌别卷了,2
XTU,2
哇塞,2
重庆理工大学,2
？？？？,2
放缩,2
真不错,2
63,2
真的6,2
只要洛不死，就往死里洛,2
!,2
我爱你,2
是,2
杰哥我上岸了，回来投币了,2
6个卷王,2
100个卷王,2
我是卷王,2
17,2
田启文nb,2
开始卷,2
36个卷王,2
49个卷王,2
10.21,2
82个,2
我卷死你们,2
80个卷王,2
85个卷王,2
92个卷王,2
有没有刑技3的,2
51个卷王,2
55,2
57,2
为了期中考试,2
118个卷王,2
转专业选手来此报到,2
70个卷王,2
赵禹博别卷了，卷死我了,2
有好几集的,2
84个卷王,2
103个卷王,2
95个卷王,2
y1是y2的子集,2
69个卷王,2
68个卷王,2
39,2
67,2
九十个卷王,2
56个卷王,2
86个卷王,2
111个卷王,2
几点了,2
9.26,2
《特别简单》,2
等价无穷小就是：若在同一趋向下的两个函数（前提是其各自极限为0）的比值的极限等于1，则这两个函数在此趋向下可以等效替换。,2
明天早上九点考高数,2
补考求过，过必还愿,2
保佑保佑高数补考过过过,2
一定要过啊,2
A,2
过了！,2
爱死了,2
补考一定要过,2
保佑我明天数学补考必过，过了就来还愿!,2
许愿 补考过,2
许愿补考通过,2
爱你,2
补考求过，过了必还愿,2
接补考过,2
准备补考,2
求求了补考一定要及格啊,2
求求补考过,2
高数过了，回来还愿,2
许愿补考必过,2
还有俩小时考试,2
绝境猴博士,2
不挂必来还愿,2
许愿明天高数过,2
明天考试，求过,2
明天考试求过,2
补考一定要过啊,2
保佑不挂,2
一定要过,2
使用洛必达法则要求结果为极限存在或无穷大，否则不能使用洛必达,2
过,2
心肺骤停,2
保佑我高数及格,2
补考加一，求稳过,2
保我不挂,2
保佑及格,2
补考必过啊啊啊,2
爱死你了,2
你是我的神！,2
许愿，补考必过,2
感觉要长脑子了,2
谢谢猴博士，点赞,2
无穷小替换,2
保我过,2
明天考试，冲冲冲,2
求求了,2
希望明天不挂科,2
保佑高数及格,2
导数的定义,2
负无穷大,2
过了就投币,2
求求不挂科,2
求补考通过,2
保佑过高数期末,2
球球了,2
保佑明天高数过,2
有救了,2
保佑保佑,2
你,2
正无穷,2
博士救我,2
呜呜呜呜,2
贴心,2
这个我会,2
我好像会了,2
谢谢谢谢谢,2
猴博士救我狗命,2
cos0＝1,2
感恩,2
许愿过,2
特别简单,2
谢谢！,2
我爱猴博士,2
太爱了,2
已一键三连,2
还有一个小时考试,2
许愿高数过过过,2
第二个重要极限,2
牛牛牛牛牛,2
感谢感谢,2
谢谢猴博士,2
sin2x导怎么变成2cos2x的,2
牛逼牛逼,2
猴哥保佑，高数不挂，许愿稳过！！！,2
重修求过,2
保佑我补考过,2
求过微积分,2
许愿补考能过,2
过了,2
是的,2
新年快乐,2
洛必达yyds,2
明天考试+1,2
为什么丁真不用学高数,1
大学生学起来可能有点吃力，但是对于高二学生来说刚刚好,1
高数下满分！！！前来还愿！,1
有暑假提前学高数的么（准大一）,1
这玩意比褪黑素好使，感谢老师,1
我刚出生才学高等数学，还有救吗？早知道在娘胎里就学了,1
我是四年级，我能听吗？,1
高数：从入门到入土,1
27岁了，再来学习高数,1
初一学这个，是不是太晚了 ？,1
你们之前看的，都是假的，不是真的,1
我明年小升初，现在学是不是晚了,1
OK高考完来拿捏高数了（）,1
刚刚出生才学是不是没救了,1
徒儿悟了,1
有没有因为睡不着来听高数的,1
你以为他在半夜卷，可能他翘了一个学期的课临近期末来补课,1
BUAAer报道,1
2022准大一来报个到,1
微积分上册98分，过来还愿,1
作为一个胎儿，现在才学高数，会不会太晚了？,1
亲人会离开我，朋友会背叛我，但是数学不会，数学不会就是不会,1
初二学没救了，下次注意点！,1
还不火，一年之内给我火起来,1
我青岛市即墨区二职专高中生尹曾彬实名开卷,1
最佳催眠视频,1
失眠特来听这个的！老师对不起,1
我没吃孟婆汤 把上辈子没懂的地方复习下,1
敬告各位千万不要挂科，大一抵死冲一波,1
大大班报道,1
23考研8月份开始冲,1
读俄语来学高数,1
偷偷内卷准大一,1
同准大一一起卷,1
高中数学不好能直接听这个吗,1
准大一前来学习,1
毕导小学二年级就学过了,1
五年级下听，是不是有点晚了？,1
高考刚结束能学吗？,1
高考完前来学习,1
李老师：弹幕请不要讲学习无关的事,1
六年级下学期才开始学，是不是有点晚了？,1
谢谢老师，我要好好学习高数了,1
我幼儿园都开始学了,1
妈妈，我会飞啦,1
考研的徒儿们（空耳）哈哈哈哈哈,1
"唉,刚入初中学这个已经算晚了",1
不学高数的专业看的津津有味,1
高二的（doge）,1
我说我是高一来学有人信吗？,1
高数下98前来还愿,1
刚喝完孟婆汤，现在开始学还来得及吗,1
谁懂物竞生的痛‘’,1
那完了，我大一都快过一半了才听这个课,1
卷死舍友们,1
24升本+1,1
这不是胎教必修》？,1
张恩瀚又开始卷了，卷死在坐的各位！,1
40人,1
幼儿园学这个是不是太早了,1
老师你是我的神,1
大四了开始学晚吗,1
小概率就是学法学，没有高数,1
准高三前来取经，希望可以降维打击物理压轴,1
本科毕业四年了，现在学晚不晚,1
f（x，y）后面的是个啥？,1
余延涛你肯定在卷我知道,1
人在前面飞，魂在后面追,1
你猜我是不是自愿来的,1
高三毕业，可以学了吗？,1
刚刚看完第六章，回来提一句，要是高中基础不牢固，看到高数对应章节时记得好好补一下，别在弹幕里输出负面情绪,1
下个月出生，现在学晚不晚,1
准大一来瞧瞧,1
早知道我在冥界就学好了,1
五年级来学高数拉,1
你啥时候学都行，能不能别发没用的来找存在感了，你是来学的吗,1
24年升本现在来看,1
70岁退休老头前来学习,1
这不是我上辈子鼓捣出来了东西吗？很难吗？,1
卷起来家人们,1
今年30了，回头继续学习高数,1
47个人？,1
幼儿园基础课可以，要提升就不适合了,1
开始高等数学的事故,1
怎么初二了才学,1
不学高数的专业，失眠来看看,1
我的儿子还是小蝌蚪的时候就开始学了,1
幼儿园中班下学期学这个算不算晚 我准备教女儿学,1
走还没学明白，我真能飞起来么 老师,1
现在就只有一个老师嘛,1
初二前来报到,1
考研全部资料去：易研师姐（公主呺）,1
高三数学150  剩几十天感觉没劲 ，提前预习一下,1
用过欧几里得做多了题就觉得这个讲解好理解了,1
高三单招毕业生,1
解析就是领域内和点可导,1
文科生前来报到,1
14，正在研究电路，缺知识，过来补,1
高二开始卷,1
明年高一，提前学习高数，为三年后的大学打基础,1
高一新生参上，主要是喜欢数学,1
高二数学课代表报道,1
我37了,1
78才学还来得及吗,1
初一来学习，是不是有一些晚？,1
高二来预习,1
打算40天极限考研，请问这个适合0基础学不？,1
西班牙语专业报道，大学没学高数感觉很可惜,1
金哲宇别卷了,1
有高中的兄弟吗,1
下个月小学二年级，现在预习一下,1
能讲的额详细点吗,1
不是考研数学基础课吗，为什么这么多大一的,1
武理报道,1
我已经延毕10年了呜呜呜,1
《入门》》,1
大一前来付息,1
就我一个老实人大一吗,1
大一新生，前来报道,1
怎么有滋滋的炸声音？？,1
这个和宋浩老师的有什么区别吗？大一看哪个比较好,1
好了可以关灯睡觉了,1
离婚带俩娃晚了吗,1
一定要好好学 我大三了 高数没学好学电动力啥都不会,1
119岁来学高数,1
我tm不会高数 现在在公司抬不起头来,1
专升本加油！,1
感谢老师，高数过了!,1
理科生大学毕业两年后发现自己什么都不会了……,1
四年级才学不会晚吧,1
一元函数理解为在地面上走，多元函数理解为在冰面上爬,1
我是看零基礎才進來的,1
大学毕业后心血来潮的估计就我一个了吧,1
来预习啦,1
高数上下全满分前来还愿,1
准大一加一,1
高中数学都没学好来学高数无异于找死,1
数学真的自闭了,1
同30居然有心思学这个都是体验过生活的人啊哈哈,1
专升本,1
卷到烟火清凉,1
孩子怀了一个月了，现在让孩子学晚吗,1
有没有刚刚高考完的朋友,1
前面那个等等我，我也是为了睡觉,1
2200考研加油,1
2030考研加油,1
刚高考完就来了,1
别卷了各位,1
？我一个大学的是不是废了,1
来入坑高数了，学编程遇到一个4乘4阵列给我看的一愣一愣的,1
徒儿们,1
刚高考完就来学,1
卷疯了都,1
刚高考完，来预习,1
经济！我以后的专业！,1
我真的是初三,1
毕业了才回头学,1
幼儿园晚了点，我胎教就听完这个课了,1
我们专业就不学呜呜呜想跨就好难啊,1
渴望力量,1
任何时候？初中怎么样,1
送完外卖就来学习了,1
完了，就我一个高二的,1
高中物理竞赛生来补数学,1
我初一要升初二了还有可能吗,1
说实话，大学学这个你才学的懂,1
染色体才学是不是晚了,1
2024考研加油！,1
没事，我大四考研才开始学,1
想专转本的 哎 疫情每天太空了,1
晚了，晚了，赶紧找个厂打螺丝去吧。,1
高数，我还没成型时就倒背如流了,1
学习不论早晚,1
初一学这个还来得及吗,1
《故事》,1
变了，合并了,1
高数，我在胎教时都学完了,1
看着像是notability的黑色方格纸,1
这不是我胎教吗,1
刚出生学这个都晚,1
33岁了，再来学习高数,1
已经困了,1
咱们梨米特还有老郭老师，小朱老师，红军老师，当然还特别邀请到一位美女老师，娅秀老师,1
声音变啦？,1
沉浸在高数的世界无法自拔,1
上下册视频合并了所以之前的弹幕消失了,1
我大专第二学期就高数,1
你什么时候学的关我们什么事？,1
毕业4年回来卷高数,1
高中物理老师来补补基础。,1
大学学的好费力,1
34岁前来学习,1
好好好，现在都有30个卷哥,1
准大一前来卷,1
研一报道,1
这个音质，有点拉,1
经管来了,1
受精卵前来学习,1
小六报道,1
博二的来学了,1
博二的报道,1
本来就是日本的错，美国又打压,1
《忧晦》,1
因为睡不着，来的！,1
刚出生，开始学习,1
幼儿园大班前来报道,1
一年级前来预习,1
\+74+++++++++++++++++6+5+47+,1
初三,1
有聊大23级化院的吗,1
26年专升本报道,1
专升本看这个可以吗,1
最害怕的一集,1
我也是23的准大一,1
高一数竞生前来报道,1
服了这些人了拿考研开什么玩笑,1
29,1
大1报道,1
重大报道,1
加油，我也在考研的路上了,1
++++,1
人在愤怒的情况下没有什么做不到！除了数学，不会就是不会！,1
高一新生报到。_(:з」∠)_,1
幼升小前来报到,1
初三前来预习,1
第二型,1
没有字幕吗,1
正在高三暑假 来卷一波,1
乐松涛加油,1
乐酥肉牛逼,1
我不玩虚的，大一报道,1
"'/.,.nv",1
31 岁来看看,1
睡不着，听一下,1
2006考研加油,1
六年级报道,1
31回来复习了,1
我二年级,1
学校强制预习呵呵,1
大一开学有高数摸底考试,1
高考完来听,1
高考数学五十分的数学课代表来报道,1
棒棒棒,1
初中生报道,1
小学五年级报道,1
专科,1
准大一城乡规划前来学习,1
投币投币支持支持,1
太好了，不止我一个人失眠来看,1
卷王们 加油,1
咋办，不想学这,1
这怎么办，已经开始睡了,1
准高一在此磕头了,1
不是你们，现在是暑假，能不能别那么卷，让我一个人卷行不行,1
初二报道 秒杀中考,1
暑假的来报道了,1
欧巴说要侵入脑巴，高斯也打算叫人头大,1
大一焦虑新生,1
有没有人是开学大一的,1
准大一在线学习,1
2027考研加油,1
大一瑟瑟发抖,1
一定要及时做笔记做题内化，不然真的边学边忘。。。。。。。。,1
好家伙家人们都这么卷了啊,1
准大一新生报道,1
和高中导数有联系吗,1
准大一迈出第一步,1
高一高二掺和什么,1
参拜圣上,1
走火入魔了哈哈哈,1
兰州财经大学报道,1
初三报到,1
女高中生瑟瑟发抖,1
软件工程来学一下,1
高考完的兄弟们，卷起来！,1
准备考研，前来一轮复习,1
2023准大一,1
四年级学这个是不是太晚了,1
准初二报道,1
准高一能学吗？,1
有大一新生暑假提前学的吗,1
初一睡不着过来催眠,1
初一shuinu,1
准大一报道～！,1
太赞了,1
3333396,1
准高二前来卷死同学,1
我毛子晏实名开卷,1
夺少？,1
直接开始努力,1
我一定是脑子抽了才报的工科,1
我靠我怎么突然走神了,1
谁来告诉我mijie是什么？,1
上册秘籍是什么？,1
十点这么多卷,1
考研可以看吗,1
哈哈哈哈hhh,1
燕大,1
这不是大学的吗？,1
工作三年来学应该不晚吧，还能尝试考研,1
徒儿们.......,1
工作午休时候喜欢看高数，这样有利于入睡,1
有字幕就好了，有点耳背,1
准大二备考研究生,1
好难啊,1
25考研加油,1
来睡觉啦,1
我是为了助眠来的,1
这恐怖的收藏,1
考研可以看这个吗,1
大二复习,1
准大一报道！,1
谢谢师傅呜呜呜,1
老夫八十了来学不晚吧,1
我上辈子胎教就学完了,1
奥赛队前来看看,1
初中竞赛刚拿金牌,1
初中,1
幼儿园大班报道,1
给师傅三连,1
高中毕业生报道,1
34来学。。,1
太痛苦了,1
三十二高考能不能听,1
刚满月，现在学习应该不晚吧,1
对不起，当助眠视频看的,1
我是来助眠的,1
新大一来预习,1
今年高考失误了，老子现在就卷死大学的人,1
三连后看,1
高中毕业,1
高考毕业生,1
初高衔接报道,1
害怕,1
2027考研加油！,1
哈哈哈哈哈哈哈哈哈,1
准大一路过,1
我也是当助眠视频哈哈哈,1
睡不着来看高数,1
还是睡不着www,1
来睡觉助眠（）,1
我张子豪实名开卷,1
2023高考结束,1
大一新生报到,1
俺特别喜欢解析几何~,1
失眠来听听,1
胎教开始学是不是迟了,1
准大一来内卷了,1
好耶谢谢,1
人傻了,1
我真的睡不着,1
非常好,1
25考研报道,1
shit感觉已经难起来了捏,1
数学拉的要死还非要选数学的我有救吗，在线等急doge,1
确实确实,1
数竞我来啦,1
我五年级开始学算晚吗,1
初二报到,1
准大一来卷,1
文科,1
大二结束，开始考研,1
高考完只能大专来听数学,1
大一上99,1
好难,1
睡不着，看看高数,1
高三毕业生开始卷,1
呜呜呜呜呜呜呜,1
幼儿园班长报道,1
+++++++++++++,1
啊我也来睡觉了,1
一般是小学二年级起点时开始学,1
梨米特线代老师呢？？？？？,1
还有100年就考研了，现在学还来得及吗？,1
3000考研加油！,1
博士来学这个还晚吗？,1
恭喜你发现宝藏视频！已经刷完一遍啦,1
高三考完，6.13来卷,1
听一下做个胎教（狗头）,1
文科生来了,1
刚高考完…的来听了,1
承载无数大学生的期末,1
在B站跟着老师学了一年高数，专升本成功，特来感谢,1
加油，高三毕业生预习,1
三岁了，提前预习高数，免得不会做小学数学,1
好好学习,1
高考毕业生来了,1
刚上幼儿园，学这个会不会太晚,1
我完成了，哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1
上岸了,1
职高的大专来报道,1
快大二了,1
数学竞赛前一个小时,1
小学生学这个有用吗,1
不包括数学 太简单了哈哈,1
没有人只是为了睡觉催眠自己吗哈哈哈,1
我还没投胎，来预习一下,1
笑死了，前面的那个，现在一点了我睡不着来听高数,1
救命工作一年了，感觉自己没有脑子,1
考研适合吗,1
s,1
毕业五年学高数,1
重回大一上学期,1
从入门到放弃,1
一眼干货,1
大学毕业工作14年的报道,1
梦的开始,1
小学一年级学还来得及吗,1
那高中的呢（滑稽）,1
怎么准高三才学呀？,1
大学毕业了睡不着来看的,1
身为一名初一 我什么都不懂 ,1
欧几里得小程序不跳步解析爱了呀,1
我其实不想飞,1
还有一个半月考试，但还有几天就要上概率论了，还来得及吗,1
睡不着来看下,1
11点三十八,1
这个是数一吗,1
不好意思，睡不着，过来听会儿,1
默默的问一下，这个是数一吗,1
高一 我来预习,1
高一提前预习一下,1
有没有好心人告诉我一下老师的板书用的是哪个APP？求求了,1
高一想考竞赛,1
还记得2年前，这是梦开始的地方,1
.0............................................,1
高数单招毕业生,1
我还在爬,1
《忧惠》,1
不想被各位卷死，只能硬着头皮再学,1
32了,1
研三快毕业来看，卷死你们。,1
大专加一,1
师傅！！！,1
吧vvv,1
边补高中数学边学高数,1
34岁老年人报道,1
还没有出生，提前学高数，刚刚好,1
准大一给自己找个牢坐,1
