无敌,3
好！！！！！,3
每天亿遍,3
绝绝子,3
4.0前夕前来考古,3
。,3
爱了爱了,3
3.8版本打卡,3
原神是天,3
再来一遍,3
牛牛牛,3
[ohh],3
好听,3
3.7前来考古,3
林尼已出前来还愿,3
林尼不歪,3
快进到4.1，4.0我是一刻也待不下去,3
散宝,3
散兵已出！前来还愿！,3
哇,3
崩门,3
老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公老公,3
我什么都做不到,3
帝君已出，前来还愿!,3
许愿,3
人活着就是为了岩王帝君,3
还愿,3
胡图图也姓胡,3
胡桃生日快乐,3
第二碑半价,3
埋一送一，第二碑半价,3
嘿嘿，胡桃的腿嘿嘿嘿,3
地球没了纳西妲还能转吗！,3
雷光所照，永恒之土,3
人活着就是为了雷神,3
玩原神（即答）,3
有真人吗,3
《退休养老真君》,3
我滴温宝啊,3
老师：原来你也玩原神,3
《我会保护你的，佩伊》,2
蓝鸟：去餐厅整点蛋糕吧！,2
转圈圈~,2
铠甲合体,2
烧0,2
菲米尼：我们四个真厉害,2
旺旺碎冰冰,2
菲门,2
真的可以吗？！！,2
蒸蒸日上，蒸蒸日上,2
没听懂,2
企鹅骑士,2
冻绽放,2
(&gt;_&lt;),2
宝宝！！！,2
林尼精分,2
最早的一次,2
男的？,2
许愿菲米尼！,2
好复杂的机制,2
假面骑士,2
啊啊啊啊啊,2
破绽，烧冻鸡翅,2
？？,2
这是可以的吗？,2
逆天,2
菲米尼,2
电击小子,2
可爱,2
什么命令都行吗,2
哈哈哈哈哈,2
水壶假面,2
造成（）物理伤害,2
冰雷泽,2
单手抡大剑,2
嘟噜噜～,2
嘿嘿嘿,2
冰迪卢克,2
启动！,2
啊?,2
记住这句话,2
e,2
原神赶紧下架。,2
玩原神玩的,2
锦鲤宝贝,2
元神 启动！,2
单手大剑,2
好可爱啊,2
快进到4.2我要抽水神 ,2
佩伊：？？？,2
阿,2
雷老板，是你吗,2
启动,2
佩伊：6,2
洗澡,2
枪法指导:光头强,2
原神 启动！,2
好帅好帅,2
白影剑,2
很喜欢原神玩家的一句话,2
枫丹雷神,2
好美,2
不愧是我老婆,2
芜湖,2
扣不住辣！,2
好大的纽扣,2
彼岸...葬送！,2
帅呆了,2
三笠,2
雷姐,2
不要再睡了旅行者！蒙德闪击枫丹了！,2
无念，断绝！,2
彼岸，葬送！,2
这里在红绳的缠绕下申鹤头发由黑变白，意指申鹤在仙法熏陶下脱凡登仙,2
唱与——诸位——听——,2
眼中是万家灯火,2
他将直接与主对决,2
4.1前来考古,2
再来一次,2
空降00：00,2
传送锚点00:00,2
每日委托10/1,2
每日一遍（1/1）,2
op,2
跳过广告00:09,2
再看一遍！！,2
押韵过头了，不接地气，成了孤芳自赏,2
00:00,2
听哭了,2
传送锚点00:01,2
传送锚点0:00,2
再看亿遍,2
震惊我了，这么好听,2
◣◥◣◥DRANGR◣◥◣◥高能预警◣◥◣◥DRANGR◣◥◣◥◣◥◣◥DRANGR◣◥◣◥高能预警◣◥◣◥DRANGR◣◥◣◥◣◥◣◥DRANGR◣◥◣◥高能预警◣◥◣◥DRANGR◣◥◣◥◣◥◣◥,2
那个女人,2
彩！！！,2
此乃神来之笔,2
[OHH],2
申鹤我爱你,2
3.8前来打卡,2
冲刺3300w,2
永远都有人系列,2
彩,2
理水叠山真君,2
削月筑阳真君,2
黄绮珊 向云端,2
梦开始的地方,2
燃起来了,2
好好,2
是那个女人！,2
在看,2
我是云堇的G,2
每日亿遍,2
好帅啊,2
许愿林尼加专武最初的大魔术，出必还愿不歪玩到关服！！！！,2
让世界为奇迹倾倒！,2
林尼已出，前来还愿！！！,2
林尼！,2
原始人，启动！,2
啊啊啊啊啊啊啊啊啊啊啊啊啊啊,2
锦鲤精分现场,2
可爱！！！,2
许愿林尼！,2
老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆老婆,2
发牌～,2
发牌！,2
小保底不歪！！,2
好喜欢,2
啊啊啊啊啊啊啊,2
那，『恨』呢？,2
《波西米亚狂想曲》,2
好绝！,2
退坑原因,2
垂死病中惊坐起,2
呜呜呜,2
每日一遍，坚定信念,2
散兵不歪，专武不歪,2
求愿,2
"垂死病中惊坐起,海芭夏就是我自己",2
借景之馆,2
每天一遍，坚定信念,2
许愿散兵,2
散宝！！！,2
退坑,2
绝了,2
龙哥！龙哥配的绝了,2
泰裤辣,2
干净而澄澈的阿散或许是再也见不到了,2
海芭夏竟是我自己,2
每天一遍，坚持信念,2
老婆！！！！,2
san,2
“我 没 带 钱”,2
韬玉之石，可明八荒，灿若天星，纵横无双,2
𒆙,2
熔 岩 饺 子,2
此世群魔诸神并起，我虽无意逐鹿，却知苍生疾苦,2
我   会   点   菜,2
𒆙𒆙𒆙𒆙𒆙𒆙𒆙𒆙𒆙​,2
𒆙𒆙𒆙𒆙𒆙𒆙𒆙𒆙𒆙,2
只愿荡涤四方，护得浮世一隅,2
太帅了！,2
已出，前来还愿,2
啊啊啊啊,2
帝君已出 前来还愿,2
伤害爆炸你躺好,2
许愿帝君,2
帝君不歪，玩到关服！！！,2
契约已成，违约者因受石岩之罚,2
每天一遍坚定信念,2
帝君已出，特来还愿,2
已出帝君，前来还愿,2
恭迎帝君归位,2
帝君已出前来还原,2
帝君已出，前来还愿！,2
契约已成，前来还愿,2
不，你是琪亚娜,2
-648,2
胡萝卜也姓胡,2
生日快乐！,2
让胡桃送我往生！！！,2
生日快乐,2
20237月15，胡桃老婆生日快乐！,2
大鼻涕泡,2
胡桃一命，前来还愿,2
《优质客户》,2
胡桃姐姐是圣人,2
胡桃天下第一可爱！！！,2
胡桃已出，前来还愿！,2
一命胡桃，特来还愿,2
护摩不歪，玩到关服,2
胡桃不歪 玩到关服,2
许愿护摩，出必还愿,2
胡桃不歪玩到关服,2
许愿胡桃，出必还愿！！！,2
许愿胡桃！！！,2
胡堂主您不来我真的会很伤心的,2
老婆！！！,2
人活着就是为了巴巴托斯,2
先有雷电后有天，我影美如画中仙（看到的用紫色接下去）,2
老婆老婆老婆老婆老婆老婆老婆老老婆！,2
钟离先生我是你的狗,2
影,2
温迪！！！,2
看不懂,2
雷神啊啊啊啊啊啊啊啊啊啊啊,2
我们老师问我教令院是什么,2
除了蚊子,2
深山踏红叶，耳畔闻鹿鸣。至今思项羽，不肯过江东。,2
存在即合理,2
就算我们不抬头仰望,2
未雨绸缪,2
深山踏红叶，耳畔闻鹿鸣，我很喜欢枫叶，可惜枫叶红时，总多离别,2
我对宵宫一心一意,2
我不止一次仰望星空（doge）,2
晴门永恒！,2
说实话，万叶的这句我想写进作文里，但老师不玩原神还好，如果玩的话…但我也可以说这是在借鉴学习嘛,2
愿意,2
《年轻的菲师傅已经是村里的大厨了》,1
冰系迪卢克（确信）,1
那我一定会推荐维吉尔，让他带你去水仙十字结社,1
北斗是游泳，不是水中，不一样的,1
“猜猜为什么？”“为什么？”“因为菲米尼潜水时要带头盔，所以不“露面””“......不好笑吗？”,1
震惊！社恐男孩为逃避社交竟对海底做出这样的行为,1
然而菲米尼擅长碎冰,1
《我会保护你的佩伊》，大招直接拍出去！,1
动作指导：早柚,1
《我将以高达的形态出击》,1
螃蟹：潜入沙海,1
懂了，米卡是菲米尼专辅（doge）,1
米哈游——一款你值得拥有的报时机器！,1
三人组与仆人冲突的剧情已经近在眼前了,1
等等，这个配队到底在打什么反应，冻绽放？还是激绽放？,1
佩伊可以被叫做机巧鸟吗？,1
已经探索完了……,1
赛尔号,1
赛尔号启航,1
迪姥爷青春版（确信,1
呢吧连用是口语习惯，这种说法没听过直接可以反映你的阅读量有多匮乏,1
霜华满天,1
开e普攻5次一个循环，这机制还复杂啊,1
噗,1
老是有提到元素战技，但是又不适配剧团套啊……,1
凯亚味儿真重,1
这是几星角色？,1
邓因斯雷布，你又在讲了,1
11,1
【申鹤上厕所咋办-哔哩哔哩】 https://b23.tv/RA3nm3p    ,1
【申鹤上厕所咋办-哔哩哔哩】 https://b23.tv/RA3nm3p   ,1
洗脚，开始！（doge）,1
要不剧团赌徒2+2（开玩笑的）,1
我是来听戴因的声音的,1
可以啊,1
佩伊:6,1
????,1
魈姐出击！，快去撕衣服，爱看哦,1
已经有了！！！！喜欢！！！！,1
能缩短，但只有一点,1
奥托教学讲座,1
大家好啊，今天我生日,1
到潜水员家里找他,1
有温度的机器,1
谢谢，GB起来了,1
《四星》,1
听成了暑假作业,1
《假面骑士尼拉姆》,1
真的吗？,1
永冻新队,1
耐草,1
这才是正e人呀,1
谁能带带我,1
哇好多人,1
卢老爷，菲少爷,1
碎冰只是手段，精通收益还是没攻击高，更别说双爆了,1
真的可以吗?,1
押上了,1
徐海涛ing,1
他腿好漂亮 我好喜欢,1
啊 这不好吧 嘿嘿嘿,1
友商吉祥物,1
芽儿哟！这什么法国配队,1
好复杂（挨打,1
已三连求换菲米尼!,1
孙烨？,1
，抽到了用不到,1
？？？天啊真的可以吗,1
命令你,1
冻结护草可以在相同的草附着量上多爆几颗草原核,1
是触发碎冰后增伤，和碎冰的伤害无关,1
宝贝,1
所以，菲米尼放弃了思考,1
碎冰最好可以把物理系抬起来,1
结晶：世界……遗忘我……,1
好帅一小男孩,1
真帅,1
mhy你终于想起碎冰反应了,1
mhy冲冲冲你终于,1
菲米尼满命啦哈哈哈,1
第一发就中了菲米尼，太酷了,1
首发就中，太幸运了,1
EGO展现！,1
这个是给物理附加差不多百分之10伤害的冰伤,1
碎冰伤害吃精通吧,1
迪卢克：这附魔我熟,1
草行久，带。。,1
那我这个人可能玩得有点花（doge,1
前列xian模式,1
企鹅为什么生气？因为你从不充Q币,1
好复杂，懵了,1
罗恩（幻视）,1
真 真的可以吗？,1
缩短？大可不必！明明就是无CD哈哈哈,1
我有林尼，我管他是芒性还是荒性,1
结霜~,1
←后面只会有五星结晶C（doge）,1
枫丹冰卢克（确信）,1
风大炮:叫大声点！,1
腾讯在场冰伤，然后物伤,1
正是在下,1
改莱纳维特重击动作！,1
大剑本身就有好几种重击，小孩子都是旋转，成年人是连续挥舞，一斗是左一文字,1
s属性大爆发,1
《超激冻》那个笑死我你有啥好处哈哈哈,1
蒸蒸日上,1
懂了，哪里亮了点哪里,1
eaeae？,1
“自杀吧，Lancer”,1
这也能草行九？,1
谜语人,1
不是雷泽加赛诺吗,1
把佩伊打出去这一下好像没什么反馈，真的打中了吗？,1
目前，仍然只有琳妮特是荒性的,1
佩伊：你到底保护了什么？,1
笑死了佩伊好惨,1
下面是“潜猎腺”时间！,1
好啊好啊♂,1
菲米尼：宿命的囚笼，由我斩断！！！,1
啊？？？？,1
卧槽，风来吴山！,1
凯亚的声音吗,1
配合满命班可以啊,1
应该是雷泽大招,1
已出,1
我会保护你的（指队友）佩伊（快过去创敌人）,1
啊，那我不客气了,1
好复杂,1
大招好像可以无限e,1
转圈圈喽（黑塔，幻视）,1
啊啊啊啊啊啊啊啊,1
2A接E,1
正e人形态,1
真的可以吗啊啊啊,1
灵犀余兮，灵犀之刺,1
脱下裤子,1
我却觉得头盔帅炸了,1
哇塞碎冰！,1
元素战技像斗子哥开大,1
看成迪卢克E了,1
诺艾尔四命了，菲米尼你在哪,1
抗打的很拉，没减伤动不动就死。得配个盾，或者行秋,1
早啊,1
重云:这个我熟啊,1
四星都是这个动作,1
摁着优菈的头死锤烂打,1
不能给剧情加个跳过吗,1
亲脚  开始,1
我超，又一个,1
80抽一个没有，我r米的吗，若智米,1
碎冰角色？,1
优秀的绽放队驾驶员,1
宝宝你这样说话很危险的（）,1
南极恶畜..............,1
致敬马化腾,1
二十抽捞菲米尼 出了鸭子,1
这机制不做成五星可惜了,1
有没有课代表，听不懂,1
冰史莱姆,1
已知有神之眼的在枫丹不需要潜水服就能潜水，问：菲米尼为什么要戴个头盔,1
冰系班尼特,1
低配优拉,1
男版优拉,1
妹子最爱,1
啊？？？？？？？？？？？,1
暗示tx施压是吧（,1
坎蒂丝，进队,1
我会保护你,1
啊啊才发现三小只,1
刚刚谁说一直闪避的出来，就问你帅不帅,1
太可爱了吧！,1
腼腆的冰系小男孩,1
腼腆的冰系小男,1
然而，他擅长碎冰,1
冻仙草,1
两个冰系小男孩！,1
三眼五显仙人直呼内行,1
《我会保护你的佩伊》,1
《充满压力》,1
一群黑塔,1
我还以为会戴头盔呢,1
优菈：6,1
谢谢，已经100%了,1
如果你需要找人帮你再水下作业,1
菲姥爷,1
官方教你打配队,1
心动了，想抽,1
兴奋,1
宝贝！,1
戴因说了一大堆，一进游戏我还是哪里亮了点哪里,1
抽到了！！！！！！！！！,1
他的腿贼好看！,1
徐永瑄,1
第一个紫就出了,1
总感觉机制好复杂,1
佩伊自由了,1
下海少年,1
这个还是角斗士，苍白这种的套装,1
凝冰渡海真君退休了,1
？？？？什么东西,1
这不女仆吗,1
没大1e5a，有大1e3a,1
冰风组曲！,1
范围很大啊看着,1
150抽两个菲米尼，原宝你有什么头绪吗,1
又是个单手抡大剑的狠人,1
开大无限e，芒属性不要钱。,1
碎冰c,1
爱的魔力转圈圈,1
躲这一脚真帅,1
祖传重击,1
弹幕逆天,1
henshin！,1
66666,1
+*13150/*+-,1
kp5.0,1
佩伊碎冰冰,1
这是老式的潜水头盔吧,1
wacao变天?!,1
雷泽也是这个动作模组吧,1
救命啊,1
有那味了,1
什么时候出个能闻到味道的手机？,1
在？你池子里为什么全是诺艾尔？,1
感觉降低降低体力消耗不如给加速,1
爱地魔力转圈圈,1
菲米尼现在有神之眼了，下水也不用戴头盔。那个头盔更多的是代表某种象征。,1
小优菈是吧,1
菲米尼的普攻真的好酷,1
枫丹派遣角色什么时候出 是菲米尼么,1
好戏开演,1
呼叫米卡,1
我去这句听的我s属性大爆发,1
冻仙草！！！！,1
秒了,1
你小子也来蹭草行九,1
演示还挺走心  还会闪避取消后摇HHH,1
这小子的技能函数得写一大堆条件判据,1
有点意思,1
对小孩来可能憨了点，对我这个成年人来说刚刚好,1
「啥玩意儿看不懂打就完事了」队,1
命令？请我回家！,1
想多了，打的物理，倍率也都是物理更高，满BUFF全都是物理攻击，手感还很差不如雷泽,1
快晕了,1
米哈游:滴滴滴，18点了！18点了！,1
太可爱了特别待机动作哈哈哈带着头盔睡觉,1
多莉：谁不熟啊,1
哥们，整点儿薯条,1
真的可以吗？！（兴奋）,1
手感比优菈好多了，可惜混伤+四星,1
已经满命啦～,1
仿佛在看动物世界,1
指把佩伊砸出去（）,1
好白的腿（舔）,1
碎冰？？？,1
娼年贞德,1
武装队终于迎来新成员,1
啊啊啊啊这句给我整兴奋了！,1
菲米尼：巧了，我喜欢碎冰冰,1
好丑头盔,1
听不懂了,1
头盔是真丑,1
呜呜三子,1
大招的头套真的好丑。。。大剑也不好看,1
米卡真的还蛮配的。。,1
10抽结束战斗~,1
我喜欢这个帽子,1
不行，这个机器人的名字念多了我已经晕了,1
传说任务获取中…,1
太奢侈了，一个四星配夜阑,1
一句话把逆天们都炸出来了,1
我需要找人帮我做作业,1
大剑蓄力最优雅的就是卡维,1
对不起，直接立了,1
《枫丹最棒的潜水员》《枫丹潜水冠军》,1
啊？可以吗？,1
草神？？？这是什么队是,1
机制确实复杂,1
没错就是爷,1
碎冰角色！,1
机制很有意思,1
宝宝呜呜,1
难怪可以批发贩卖给NPC～,1
维吉尔也在海里,1
已经跟不上了,1
全是猫啊,1
啥？？？,1
bgm优雅了起来,1
这个效果好，想吃个药也一样,1
是不是得带攻击杯,1
？我瞪大了双眼,1
那.....那我就开始了？（害羞）,1
祖传转圈圈,1
官方教你玩草行久,1
佳肴离谱,1
冰c带草神哈哈,1
我就是全枫丹最棒的潜水员,1
配合水打碎冰的？,1
我靠，mhy你别太懂了,1
bgm开始输出了,1
好啊,1
跟我回家,1
三个小可爱！,1
造成（）（）物理伤害,1
啊啊啊啊啊啊啊好可爱,1
香奈乎：这我熟,1
为什么我抽到的菲米尼下水不带头盔啊，这个小细节挺重要的,1
是碎冰反应！,1
啊？？太客气了吧,1
什么你说神什么？那我可不客气啦！,1
正e人,1
呀哟！给我CPU干烧了,1
危险发言,1
这tm是四星？,1
莫名出了个公子,1
在攒芙芙不敢抽，来看看,1
配1,1
德玛西亚之力盖伦,1
好兴奋，真的吗？！,1
棘手的敌人（指盗宝团）,1
奔向了哥哥姐姐我哭死,1
官方教你学配队,1
在？一百抽没有一个正常吗,1
嘻嘻嘻嘻,1
冰拐？,1
决定了，从今天开始就叫你企鹅男孩(≧▽≦),1
米哈游！！我要菲米尼的潜水服！！！(嘶吼),1
佩伊：这个家没我得散,1
你还知道有碎冰啊,1
哦哦哦！！开始玩碎冰！！！！,1
审判rua！,1
潜水武装？,1
萌新直接抽到琴，我tm!,1
真的可以嘛（喜,1
5小时前,1
戴因解说？,1
真的吗？(突然激动,1
我也没听懂,1
啊？？？可以吗？？？,1
你见过星星粉碎的样子吗?(doge),1
精神武装,1
我140抽只有一只菲米尼，你有什么头绪吗,1
我是卡兹,1
我都探索完了你才出,1
你怎么知道我1发就出了,1
保险,1
今天九十抽，已经五命菲米尼，五命早柚了还有一个帝君,1
已经开始听不懂了,1
鬼知道我听这句命令我吧听了多少遍,1
我敢赌，肯定有人打核爆,1
官方教你玩冻绽,1
打物伤,1
冻绽放好耶,1
戴因，你违反广告法了，,1
建议六命班尼特自己打融化,1
行秋为什么不qee？！（震怒）,1
碎冰好啊,1
这播放量有点冰啊,1
风来吴山——（对不起走错片场了）,1
碎冰不吃物伤，但这个是物理C,1
说大剑蓄力没变过的   哪个武器又变过呢,1
仆人:你知道的未免有点多,1
好，好啊！！！,1
？？？虎狼之词,1
非常著名的潜水员,1
捏蓝然后短闪变成普攻，太帅啦,1
诶~~~~~,1
等碎冰套,1
一听就废，一用就会，原神的战斗系统就没有特别复杂的,1
小孩儿这话可不能乱说啊,1
菲米尼可爱捏,1
萌新主c,1
A被动，满层被动升级技能,1
心海羡慕哭了,1
主打一个快乐碎碎冰hh,1
懂了 冰系迪卢克,1
斯…………碎冰c？,1
强而有力，强而有力呀,1
第2023个币,1
快看，这里有一只正在卧沙的重甲蟹（）,1
十抽就出了，他爱我,1
涡轮增压,1
什么时候出主岩系反应角色,1
菲米尼进草行久啦！,1
我还以为这个天赋是夜兰开大,1
什么？,1
好玩,1
小优菈？,1
放弃思考呢,1
机制不错，优化版优菈,1
爱的转圈圈,1
提示：看不懂可以拉进度条,1
呃啊啊啊~~~粉碎吧！,1
完了好想抽,1
盗宝团（棘手的敌人）,1
这个小企鹅,1
全家都有神之眼好神,1
终于有人用碎冰了！？,1
快来撅我吧（喜,1
啊？认真？,1
赤沙……,1
红豆？！？！,1
命令你赶紧出！,1
好耶！,1
封心锁爱菲米尼（doge,1
高米迪,1
官方指定驾驶员,1
哦？,1
666草国驾驶员,1
冰套？这不苍白？,1
亲脚o，好oo！,1
没有之一（doge,1
虽然...但是...为啥这个天赋给我一种最没用超能力的感觉？,1
戴因！,1
诺艾尔:这我熟,1
爷,1
卧沙的螃蟹,1
你们一家三个有点东西,1
来了来了,1
碎冰是剧变反应，吃精通不吃物伤,1
真的可以吗？！（兴奋，迫不及待力！）,1
潜裂线,1
这不是超音速的破空寒冰砍吗？,1
破空寒冰砍,1
佩伊：我谢谢你,1
亲脚开始,1
这不是维吉尔吧,1
种门驾驶证？？,1
这么细吗,1
转圈圈喽~,1
不是吧，官方演示优菈种门下位配对！！！！！,1
真的吗,1
闪避躲这一脚好帅,1
我懂了，迪卢克。,1
诺艾尔：这个我更熟,1
这么大的钻石送给你,1
【诺米尼】,1
啊？孩砸你在说什么！,1
菲米尼的大腿啊啊啊啊啊啊啊啊啊啊啊,1
佩伊：非常有压力,1
好可怜的播放量,1
碎冰冻绽,1
第一次来这么早。,1
戴因斯雷布：亻尔女子,1
造成(        )冰元素伤害与(        )物理伤害,1
三人组与仆人关系目前还很好,1
冻绽放是反应掉多余的水，挺好的,1
一命了,1
菲米尼小企鹅～,1
还能蜕变？！身份不简单吗！,1
真的？那把你外套脱了！！,1
可是在水下我的五三都湿掉了,1
压力怪（,1
霜寒花生,1
我完全不知所云,1
年轻的老潜水员,1
真的可以吗？那么请來我的尘歌壶一会,1
公式,1
让我想想，怎么命令你好呢？,1
这是什么新反应,1
衣服脱了趴床上快,1
旺旺碎冰冰笑死,1
达达利亚已出！前来还愿！,1
散装优菈？,1
啊?好，好的,1
这个好~,1
这么优秀的up主，我不允许还有人不知道,1
终于等到你，还好我没放弃~,1
前面的，碎冰反应的伤害只和精通与等级有关，不吃物伤，双暴，功击力，吃超导等减抗,1
早！,1
？！我的笑容逐渐bt,1
听晕了,1
官方真的会玩游戏啊,1
听着没，你菲米尼沉了,1
官方叫你玩冻绽放,1
这个背景音乐  爱了爱了,1
诺艾尔：我更熟啊,1
赛尔号哈哈哈哈哈哈,1
作法，菲米尼速速入我池。,1
啊？真的可以吗？!,1
有点像薇尔莉特,1
一百抽一个没 出T_T,1
名词太多了,1
30抽没有，溜了,1
0.,1
超可爱的,1
少年体型重击都是这样,1
战技召唤腾讯,1
含冰变深！,1
现在怎么都是18:00发了？我记错了？以前是12:00吗？,1
难道这就是草神国家队,1
原来是碎冰！,1
全垒打！,1
超导  碎冰  激化,1
所以是物理C？,1
他应该在海里，不应该在海底,1
你还知道有碎冰反应啊,1
大剑重击就是凑数的，一点新意没有，也没有任何实际意义,1
eqaae,1
ok 抽！,1
好复杂的机制..,1
坤坤鸟,1
命令我吧  什么都可以命令我,1
这里好像景元声线啊,1
碎冰用满命早柚不就行了吗，只跟精通有关,1
前面的，元素战技是为了普攻做准备,1
芒性！,1
听不懂……,1
战场主C不值得，寿命太短了,1
几乎不掉了，大世界友好角色,1
雪乃：确实,1
主C不保值,1
不可触及指自闭的气场，哈哈哈哈,1
为什么要在水下做作业？,1
ws,1
地精火箭头盔,1
啊？？？？？？？？？？？？？？,1
要来了。。。,1
wc！！！,1
头盔是潜水服,1
这是什么抽象配对,1
谢谢，已经放弃思考了（,1
荒什么，芒着呢,1
《官方教你打配队》,1
手感很怪异。。。,1
十抽捞了一只,1
官教配,1
好，完全没听懂,1
？。？啊？这可以吗？,1
脱口而出：真的吗（捂脸）,1
菲米尼真好玩,1
雷克斯,1
原来是用这种方式保护佩依的吗,1
佩伊：我免费咯！,1
好难啊,1
佩依柯基,1
耶,1
玩这么大的吗,1
小企鹅满命啦,1
不算谜语了，很容易理解,1
军训人确实很有体会，呜哇哇,1
维吉尔脸不长这样，这是另一个打工人npc,1
尊嘟假嘟？,1
我丢？,1
，,1
130抽公子加专武,1
啪的一下，很快啊,1
今天上线就抽到了,1
但丁：上挑？难道你也能空战？,1
变身了吗？如变,1
官方教你玩配队,1
小tian直呼安全 带上适应性头盔！！！！,1
我超，冻绽，官方玩的这么花,1
佩伊柯基,1
移除（物理）,1
结晶还在挣扎，碎冰已经上岸了,1
40发没抽到，不敢抽了,1
我记得这个！优菈草行久的低配版本！,1
话说为啥爱游泳会是冰元素?,1
此时的菲米尼可以用优菈替代/doge,1
妈呀第一眼在卡池看到就爱上他了,1
那不是旅行者吗？,1
《单手剑》,1
唯一？？迪卢克和优菈都不是啊,1
你也是百里屠苏啊,1
我爱你,1
原来官方还记得这个游戏有个叫碎冰的反应,1
两段 ,1
维吉尔音容宛在↓,1
有点像重,1
至冬最棒的玩具销售员（不是）,1
尼尼！,1
《棘手》，高低打个圣骸兽吧,1
怎么感觉有点复杂,1
啊啊啊好兴奋,1
啊？那我不客气了，开动！！！,1
《赛尔号》,1
我想要潜水衣，我不想要这个外套,1
他单手抡大剑啊！,1
前排前排,1
佩依 飞~~,1
剛剛!!,1
沙发沙发,1
啊？抖m,1
40抽出的……,1
不是黄毛旅行者吗？,1
居然没有忘记碎冰,1
抄的诺艾尔,1
至冬最好的玩具推销员,1
造成（       ）物理伤害,1
我的冰套精通沙是不是有用了,1
好可爱啊啊啊啊啊啊啊啊,1
我也用这个队，比较舒服,1
尤拉：？,1
超激冻,1
